InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
wr1611,20160201,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160202,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160203,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160204,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160205,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160215,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160216,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160217,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160218,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160219,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160222,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160223,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160224,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160225,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160226,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
wr1611,20160229,1881.0,1881.0,1881.0,1881.0,0.0,0.0,0.0
